[30Dec2025 18:57:15.331] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.4.1, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[30Dec2025 18:57:15.335] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.17 by Ubuntu; OS Linux arch amd64 version 6.8.0-1030-azure
[30Dec2025 18:57:16.660] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[30Dec2025 18:57:16.720] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Server-con-isa/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[30Dec2025 18:57:16.762] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[30Dec2025 18:57:16.763] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/Server-con-isa/servidor_minecraft
[30Dec2025 18:57:16.763] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/Server-con-isa/servidor_minecraft/mods
[30Dec2025 18:57:16.764] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[30Dec2025 18:57:16.766] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/Server-con-isa/servidor_minecraft/config/mods_optimizer/config.toml
[30Dec2025 18:57:16.878] [main/INFO] [Mods Optimizer/]: [Mods Database Updater] ⏳ Local mods-database.json is still fresh (last update: 2025-12-29T22:17:16.343079978Z).
[30Dec2025 18:57:16.888] [main/INFO] [Mods Optimizer/]: Mods Optimizer Mods Database Config File loaded with 349 mods client: 306, server: 19, default: 24 (3 overrides).
[30Dec2025 18:57:16.889] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/Server-con-isa/servidor_minecraft and mods dir /workspaces/Server-con-isa/servidor_minecraft/mods for target SERVER in 123 ms.
[30Dec2025 18:57:16.889] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[30Dec2025 18:57:16.891] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~104 mods in /workspaces/Server-con-isa/servidor_minecraft/mods with file extension .jar ...
[30Dec2025 18:57:16.938] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/simianspack1.1.4.jar, which is expected in some cases.
[30Dec2025 18:57:16.963] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/chrono-4.1.jar, which is expected in some cases.
[30Dec2025 18:57:16.966] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for appleskin from CLIENT to BOTH
[30Dec2025 18:57:16.973] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/IntoTheOmniverse-v1.0.3.jar, which is expected in some cases.
[30Dec2025 18:57:16.986] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_core from BOTH to SERVER
[30Dec2025 18:57:16.993] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/anvil_fix.jar, which is expected in some cases.
[30Dec2025 18:57:16.996] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/stretchakln-tokustar.jar, which is expected in some cases.
[30Dec2025 18:57:17.004] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/the_five_project_forge_1.1.0.jar, which is expected in some cases.
[30Dec2025 18:57:17.013] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_player from BOTH to SERVER
[30Dec2025 18:57:17.019] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/nosedeenian_buzzshock_2.2.jar, which is expected in some cases.
[30Dec2025 18:57:17.022] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/celestialsapien-1.0.6.1.jar, which is expected in some cases.
[30Dec2025 18:57:17.031] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/BookOfExperience-v3.1.1.jar, which is expected in some cases.
[30Dec2025 18:57:17.045] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for attributefix from CLIENT to BOTH
[30Dec2025 18:57:17.058] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/RecalAddon4.8.jar, which is expected in some cases.
[30Dec2025 18:57:17.061] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for smoothchunk from BOTH to SERVER
[30Dec2025 18:57:17.075] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/chromastone-1.8.3.1_JAR.jar, which is expected in some cases.
[30Dec2025 18:57:17.083] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-con-isa/servidor_minecraft/mods/omni-extras(1.0.5.4)fix.jar, which is expected in some cases.
[30Dec2025 18:57:17.104] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 12 data pack mods in 104 mods.
[30Dec2025 18:57:17.105] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 3 server mods in 104 mods.
[30Dec2025 18:57:17.105] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 89 default mods in 104 mods.
[30Dec2025 18:57:17.106] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[30Dec2025 18:57:17.106] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[30Dec2025 18:57:17.106] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[30Dec2025 18:57:17.107] [main/INFO] [Mods Optimizer/]: | adaptive_performance_tweaks_core   | 11.5.0                 | FORGE    | SERVER            | 2025-08-28 23:51:03 |
[30Dec2025 18:57:17.108] [main/INFO] [Mods Optimizer/]: | kubejs                             | 2001.6.5-build.16      | FORGE    | BOTH              | 2024-10-28 09:20:21 |
[30Dec2025 18:57:17.108] [main/INFO] [Mods Optimizer/]: | merenc                             | 4.2.0                  | FORGE    | UNKNOWN           | 2025-02-21 17:14:32 |
[30Dec2025 18:57:17.109] [main/INFO] [Mods Optimizer/]: | timeclock                          | 2.1.0                  | FORGE    | BOTH              | 2025-12-26 22:11:16 |
[30Dec2025 18:57:17.109] [main/INFO] [Mods Optimizer/]: | openpartiesandclaims               | 0.25.8                 | FORGE    | BOTH              | 2025-10-16 11:37:55 |
[30Dec2025 18:57:17.110] [main/INFO] [Mods Optimizer/]: | geckolib                           | 4.8.2                  | FORGE    | BOTH              | 2025-09-23 20:08:07 |
[30Dec2025 18:57:17.110] [main/INFO] [Mods Optimizer/]: | playeranimator                     | 1.0.2-rc1+1.20         | FORGE    | BOTH              | 2025-12-26 22:10:43 |
[30Dec2025 18:57:17.112] [main/INFO] [Mods Optimizer/]: | tickrateapi                        | 4.0.0                  | FORGE    | BOTH              | 2025-10-14 12:58:03 |
[30Dec2025 18:57:17.113] [main/INFO] [Mods Optimizer/]: | connectivity                       | 1.20.1-7.2             | FORGE    | BOTH              | 2025-09-25 17:06:21 |
[30Dec2025 18:57:17.113] [main/INFO] [Mods Optimizer/]: | sophisticatedcore                  | 1.2.112-1296           | FORGE    | BOTH              | 2025-12-15 21:28:53 |
[30Dec2025 18:57:17.114] [main/INFO] [Mods Optimizer/]: | palladium                          | 4.4.2                  | FORGE    | BOTH              | 2025-11-23 10:29:33 |
[30Dec2025 18:57:17.114] [main/INFO] [Mods Optimizer/]: | sound_physics_remastered           | 1.20.1-1.5.1           | FORGE    | BOTH              | 2025-09-25 16:24:44 |
[30Dec2025 18:57:17.116] [main/INFO] [Mods Optimizer/]: | structureessentials                | 1.20.1-4.8             | FORGE    | BOTH              | 2025-06-30 17:21:37 |
[30Dec2025 18:57:17.118] [main/INFO] [Mods Optimizer/]: | rpgstats                           | 1.0.3                  | FORGE    | BOTH              | 2025-12-26 22:10:53 |
[30Dec2025 18:57:17.119] [main/INFO] [Mods Optimizer/]: | holdmybeer                         | 1.2.3                  | FORGE    | BOTH              | 2024-02-18 14:18:32 |
[30Dec2025 18:57:17.120] [main/INFO] [Mods Optimizer/]: | xaeroworldmap                      | 1.39.12                | FORGE    | BOTH              | 2025-07-16 10:47:20 |
[30Dec2025 18:57:17.120] [main/INFO] [Mods Optimizer/]: | citadel                            | 2.6.2                  | FORGE    | BOTH              | 2025-06-27 10:38:35 |
[30Dec2025 18:57:17.122] [main/INFO] [Mods Optimizer/]: | modernfix                          | 5.25.2+mc1.20.1        | FORGE    | BOTH              | 2025-12-26 22:10:23 |
[30Dec2025 18:57:17.123] [main/INFO] [Mods Optimizer/]: | bookofexperience                   | 3.1.1                  | MIXED    | DATA_PACK         | 2025-12-26 22:09:59 |
[30Dec2025 18:57:17.124] [main/INFO] [Mods Optimizer/]: | placebo                            | 8.6.3                  | FORGE    | BOTH              | 2025-03-07 01:06:01 |
[30Dec2025 18:57:17.124] [main/INFO] [Mods Optimizer/]: | sophisticatedbackpacks             | 3.24.15-1445           | FORGE    | BOTH              | 2025-12-13 20:10:41 |
[30Dec2025 18:57:17.125] [main/INFO] [Mods Optimizer/]: | guardvillagers                     | 1.20.1-1.6.14          | FORGE    | BOTH              | 2025-12-01 05:08:15 |
[30Dec2025 18:57:17.125] [main/INFO] [Mods Optimizer/]: | balm                               | 7.3.37                 | FORGE    | BOTH              | 2025-10-09 16:44:31 |
[30Dec2025 18:57:17.127] [main/INFO] [Mods Optimizer/]: | traversable_leaves                 | 2.0.8                  | FORGE    | BOTH              | 2025-06-30 01:30:43 |
[30Dec2025 18:57:17.128] [main/INFO] [Mods Optimizer/]: | carryon                            | 2.1.2-7                | FORGE    | BOTH              | 2023-11-19 22:01:15 |
[30Dec2025 18:57:17.128] [main/INFO] [Mods Optimizer/]: | betterthanmending                  | 1.7.2                  | FORGE    | BOTH              | 2022-07-15 15:05:37 |
[30Dec2025 18:57:17.129] [main/INFO] [Mods Optimizer/]: | baguettelib                        | 1.1.1                  | FORGE    | UNKNOWN           | 2025-12-26 22:09:58 |
[30Dec2025 18:57:17.129] [main/INFO] [Mods Optimizer/]: | cloth_config                       | 11.1.136               | FORGE    | BOTH              | 2025-12-26 22:09:54 |
[30Dec2025 18:57:17.129] [main/INFO] [Mods Optimizer/]: | corpse                             | 1.20.1-1.0.23          | FORGE    | BOTH              | 2025-09-21 11:06:47 |
[30Dec2025 18:57:17.130] [main/INFO] [Mods Optimizer/]: | decocraft                          | 3.0.4-1.20.1           | FORGE    | BOTH              | 2025-10-11 00:04:14 |
[30Dec2025 18:57:17.131] [main/INFO] [Mods Optimizer/]: | astemirlib                         | 1.25.0                 | FORGE    | BOTH              | 2024-01-29 03:46:51 |
[30Dec2025 18:57:17.131] [main/INFO] [Mods Optimizer/]: | customizableelytra                 | 2.1.2+1.20             | FORGE    | BOTH              | 2024-04-20 13:11:59 |
[30Dec2025 18:57:17.133] [main/INFO] [Mods Optimizer/]: | copperagebackport                  | 0.1.4                  | FORGE    | BOTH              | 2025-12-26 22:10:03 |
[30Dec2025 18:57:17.134] [main/INFO] [Mods Optimizer/]: | handcrafted                        | 3.0.6                  | FORGE    | BOTH              | 2025-12-26 22:10:18 |
[30Dec2025 18:57:17.134] [main/INFO] [Mods Optimizer/]: | nosedeenian                        | 2.1.0                  | MIXED    | DATA_PACK         | 2025-12-26 22:10:34 |
[30Dec2025 18:57:17.135] [main/INFO] [Mods Optimizer/]: | faewulf_lib                        | 1.3.2                  | FORGE    | BOTH              | 2025-12-26 22:10:05 |
[30Dec2025 18:57:17.136] [main/INFO] [Mods Optimizer/]: | invlock                            | 1.0.0                  | FORGE    | BOTH              | 2025-06-29 09:03:10 |
[30Dec2025 18:57:17.136] [main/INFO] [Mods Optimizer/]: | servercore                         | 1.5.2+1.20.1           | FORGE    | BOTH              | 2025-12-26 22:10:54 |
[30Dec2025 18:57:17.136] [main/INFO] [Mods Optimizer/]: | spark                              | 1.10.53                | FORGE    | BOTH              | 2025-12-28 16:29:29 |
[30Dec2025 18:57:17.137] [main/INFO] [Mods Optimizer/]: | luphieclutteredmod                 | 2.1.0                  | FORGE    | BOTH              | 2025-12-26 22:09:58 |
[30Dec2025 18:57:17.137] [main/INFO] [Mods Optimizer/]: | curios                             | 5.14.1+1.20.1          | FORGE    | BOTH              | 2025-04-13 06:09:21 |
[30Dec2025 18:57:17.138] [main/INFO] [Mods Optimizer/]: | rightclickharvest                  | 4.6.0+1.20.1           | FORGE    | BOTH              | 2025-12-26 22:10:53 |
[30Dec2025 18:57:17.138] [main/INFO] [Mods Optimizer/]: | collective                         | 8.13.0                 | MIXED    | BOTH              | 2025-10-25 18:32:49 |
[30Dec2025 18:57:17.139] [main/INFO] [Mods Optimizer/]: | galvan                             | 1.0.0                  | MIXED    | DATA_PACK         | 2025-12-29 04:02:27 |
[30Dec2025 18:57:17.139] [main/INFO] [Mods Optimizer/]: | xaerominimapfair                   | 24.2.0                 | FORGE    | BOTH              | 2024-07-19 14:16:28 |
[30Dec2025 18:57:17.139] [main/INFO] [Mods Optimizer/]: | chromastone_addon                  | 1.8.1                  | MIXED    | DATA_PACK         | 2025-12-26 22:09:59 |
[30Dec2025 18:57:17.140] [main/INFO] [Mods Optimizer/]: | resourcefullib                     | 2.1.29                 | FORGE    | BOTH              | 2025-12-26 22:10:43 |
[30Dec2025 18:57:17.140] [main/INFO] [Mods Optimizer/]: | lootjs                             | 1.20.1-2.13.0          | FORGE    | BOTH              | 2025-12-26 22:10:14 |
[30Dec2025 18:57:17.141] [main/INFO] [Mods Optimizer/]: | architectury                       | 9.2.14                 | FORGE    | BOTH              | 2025-12-26 22:09:58 |
[30Dec2025 18:57:17.141] [main/INFO] [Mods Optimizer/]: | cupboard                           | 1.20.1-2.7             | FORGE    | BOTH              | 2024-06-24 22:44:28 |
[30Dec2025 18:57:17.141] [main/INFO] [Mods Optimizer/]: | gax_classic                        | 1.1.0                  | MIXED    | DATA_PACK         | 2025-12-26 22:11:17 |
[30Dec2025 18:57:17.144] [main/INFO] [Mods Optimizer/]: | piggyback                          | 1.1.1                  | FORGE    | BOTH              | 2025-12-26 22:10:43 |
[30Dec2025 18:57:17.144] [main/INFO] [Mods Optimizer/]: | inventoryessentials                | 8.2.14                 | FORGE    | BOTH              | 2025-11-10 18:59:33 |
[30Dec2025 18:57:17.144] [main/INFO] [Mods Optimizer/]: | krypton                            | 0.2.3                  | FORGE    | BOTH              | 2023-06-24 02:49:29 |
[30Dec2025 18:57:17.145] [main/INFO] [Mods Optimizer/]: | disenchanting                      | 2.2.3                  | FORGE    | BOTH              | 2023-06-23 14:56:51 |
[30Dec2025 18:57:17.146] [main/INFO] [Mods Optimizer/]: | playerrevive                       | 2.0.31                 | FORGE    | BOTH              | 2025-01-03 13:43:25 |
[30Dec2025 18:57:17.147] [main/INFO] [Mods Optimizer/]: | elytraslot                         | 6.4.4+1.20.1           | FORGE    | BOTH              | 2024-10-02 22:39:04 |
[30Dec2025 18:57:17.149] [main/INFO] [Mods Optimizer/]: | rhino                              | 2001.2.3-build.10      | FORGE    | UNKNOWN           | 2025-02-12 21:26:35 |
[30Dec2025 18:57:17.150] [main/INFO] [Mods Optimizer/]: | fastload                           | 3.4.0                  | FORGE    | BOTH              | 2023-08-15 12:03:02 |
[30Dec2025 18:57:17.150] [main/INFO] [Mods Optimizer/]: | omni_extras                        | 1.0.5-4                | MIXED    | DATA_PACK         | 2025-12-26 22:10:45 |
[30Dec2025 18:57:17.151] [main/INFO] [Mods Optimizer/]: | trashslot                          | 15.1.2                 | FORGE    | BOTH              | 2025-03-18 14:59:11 |
[30Dec2025 18:57:17.152] [main/INFO] [Mods Optimizer/]: | jei                                | 15.20.0-116            | FORGE    | BOTH              | 2025-12-26 22:10:17 |
[30Dec2025 18:57:17.152] [main/INFO] [Mods Optimizer/]: | attributefix                       | 21.0.4                 | FORGE    | BOTH              | 2023-11-29 11:27:15 |
[30Dec2025 18:57:17.153] [main/INFO] [Mods Optimizer/]: | pehkui                             | 3.8.2+1.20.1-forge     | FORGE    | UNKNOWN           | 2025-12-26 22:10:42 |
[30Dec2025 18:57:17.154] [main/INFO] [Mods Optimizer/]: | caelus                             | 3.2.0+1.20.1           | FORGE    | BOTH              | 2024-04-22 00:58:26 |
[30Dec2025 18:57:17.154] [main/INFO] [Mods Optimizer/]: | simians_pack                       | 1.1.1                  | MIXED    | DATA_PACK         | 2025-12-26 22:11:03 |
[30Dec2025 18:57:17.155] [main/INFO] [Mods Optimizer/]: | clumps                             | 12.0.0-4               | FORGE    | UNKNOWN           | 2024-04-21 05:03:55 |
[30Dec2025 18:57:17.155] [main/INFO] [Mods Optimizer/]: | fastasyncworldsave                 | 1.20.1-2.6             | FORGE    | BOTH              | 2025-08-27 21:07:46 |
[30Dec2025 18:57:17.155] [main/INFO] [Mods Optimizer/]: | mypowers                           | 1.0.6                  | MIXED    | DATA_PACK         | 2025-12-26 22:09:46 |
